session_id,run_type,repeat,agents,tier,total_commands,avg_tx,avg_tx_std,max_tx,max_tx_std,p50_tx,p95_tx,p99_tx,slow_tx,slow_tx_std,slow_tx_rate,heap_mb,heap_mb_std,memory_bytes,memory_bytes_std,lock_retries,lock_timeouts,duplicates_skipped,openai_timeouts,integrity_ok,lock_wait_p95,lock_wait_p99,clone_p95,clone_p99,stringify_p95,stringify_p99,write_p95,write_p99,rename_p95,rename_p99,total_tx_p95,total_tx_p99
2026-02-21T05:32:16.151Z,repeat,1,1,2,120,29.47,0,51,0,30,38,45,0,0,0,11.45,0,98973,0,0,0,17,0,true,2,2,1,1,1,1,3,4,3,3,38,45
2026-02-21T05:32:16.151Z,repeat,2,1,2,120,29.91,0,81,0,30,38,49,1,0,0.008333333333333333,11.55,0,93168,0,0,0,17,0,true,2,3,1,1,1,1,3,5,2,3,38,49
2026-02-21T05:32:16.151Z,repeat,3,1,2,120,28.66,0,40,0,29,34,36,0,0,0,9.73,0,98973,0,0,0,17,0,true,2,2,1,1,1,1,3,3,2,3,34,36
2026-02-21T05:32:16.151Z,repeat,4,1,2,120,28.33,0,41,0,29,34,36,0,0,0,11.31,0,93167,0,0,0,17,0,true,2,2,1,1,1,1,3,3,2,2,34,36
2026-02-21T05:32:16.151Z,repeat,5,1,2,120,28.69,0,50,0,29,36,46,0,0,0,11.05,0,98970,0,0,0,17,0,true,2,2,1,1,1,1,3,3,2,3,36,46
2026-02-21T05:32:16.151Z,agg,0,1,2,120,29.012,0.5846161133598698,52.6,14.894294209528695,29.4,36,42.4,0.2,0.4000000000000001,0.0016666666666666666,11.018,0.6655644221260628,96650.2,2843.612870979452,0,0,17,0,true,2,2.2,1,1,1,1,3,3.6,2.2,2.8,36,42.4
2026-02-21T05:32:16.151Z,repeat,1,3,2,120,28.48,0,41,0,29,34,37,0,0,0,12.38,0,100439,0,0,0,17,0,true,3,4,1,1,1,1,3,3,2,3,34,37
2026-02-21T05:32:16.151Z,repeat,2,3,2,120,29.6,0,65,0,30,37,45,0,0,0,11.72,0,107076,0,0,0,17,0,true,3,4,1,1,1,1,3,4,2,3,37,45
2026-02-21T05:32:16.151Z,repeat,3,3,2,120,28.71,0,58,0,29,34,38,0,0,0,10.41,0,100443,0,0,0,17,0,true,3,4,1,1,1,1,3,3,2,3,34,38
2026-02-21T05:32:16.151Z,repeat,4,3,2,120,29.68,0,62,0,30,36,41,0,0,0,11.84,0,100443,0,0,0,17,0,true,3,4,1,1,1,1,3,3,2,3,36,41
2026-02-21T05:32:16.151Z,repeat,5,3,2,120,28.8,0,82,0,29,35,38,1,0,0.008333333333333333,12.49,0,107077,0,0,0,17,0,true,3,4,1,1,1,1,3,3,3,3,35,38
2026-02-21T05:32:16.151Z,agg,0,3,2,120,29.054000000000002,0.49037128790336,61.6,13.154466921924278,29.4,35.2,39.8,0.2,0.4,0.0016666666666666666,11.768000000000002,0.7412799740988556,103095.6,3250.3915825635536,0,0,17,0,true,3,4,1,1,1,1,3,3.2,2.2,3,35.2,39.8
2026-02-21T05:32:16.151Z,repeat,1,5,2,120,28.54,0,47,0,29,34,42,0,0,0,12.92,0,114071,0,0,0,17,0,true,3,4,1,1,1,1,3,3,2,3,34,42
2026-02-21T05:32:16.151Z,repeat,2,5,2,120,28.71,0,65,0,29,35,38,0,0,0,11.21,0,114163,0,0,0,17,0,true,3,5,1,1,1,1,3,4,2,3,35,38
2026-02-21T05:32:16.151Z,repeat,3,5,2,120,29.48,0,69,0,29,37,47,0,0,0,12.09,0,107582,0,0,0,17,0,true,3,5,1,2,1,1,3,3,2,3,37,47
2026-02-21T05:32:16.151Z,repeat,4,5,2,120,28.9,0,49,0,29,36,40,0,0,0,10.12,0,115065,0,0,0,17,0,true,3,5,1,2,1,1,3,4,2,3,36,40
2026-02-21T05:32:16.151Z,repeat,5,5,2,120,29.34,0,57,0,30,36,40,0,0,0,11.4,0,112761,0,0,0,17,0,true,3,5,1,2,1,1,3,3,2,3,36,40
2026-02-21T05:32:16.151Z,agg,0,5,2,120,28.994,0.3609764535257115,57.4,8.616263691415206,29.2,35.6,41.4,0,0,0,11.547999999999998,0.9328965644700383,112728.4,2676.0735116958203,0,0,17,0,true,3,4.8,1,1.6,1,1,3,3.4,2,3,35.6,41.4
2026-02-21T05:32:16.151Z,repeat,1,7,2,120,30.48,0,106,0,30,40,49,2,0,0.016666666666666666,12.75,0,116055,0,0,0,23,0,true,4,5,1,2,1,1,3,5,3,4,40,49
2026-02-21T05:32:16.151Z,repeat,2,7,2,120,29.52,0,74,0,30,37,47,0,0,0,12.78,0,115621,0,0,0,23,0,true,4,5,1,2,1,1,3,4,2,3,37,47
2026-02-21T05:32:16.151Z,repeat,3,7,2,120,29.24,0,172,0,29,37,45,2,0,0.016666666666666666,12.07,0,115629,0,0,0,23,0,true,4,5,1,2,1,1,3,4,2,3,37,45
2026-02-21T05:32:16.151Z,repeat,4,7,2,120,27.18,0,47,0,28,33,37,0,0,0,11.75,0,110043,0,0,0,23,0,true,4,5,1,2,1,1,3,3,2,3,33,37
2026-02-21T05:32:16.151Z,repeat,5,7,2,120,27.03,0,76,0,27,33,34,1,0,0.008333333333333333,11.2,0,109856,0,0,0,23,0,true,4,5,1,1,1,1,3,3,2,3,33,34
2026-02-21T05:32:16.151Z,agg,0,7,2,120,28.689999999999998,1.3587641443606022,95,42.792522711333575,28.8,36,42.4,1,0.8944271909999159,0.008333333333333333,12.11,0.6029593684486544,113440.8,2855.568903038412,0,0,23,0,true,4,5,1,1.8,1,1,3,3.8,2.2,3.2,36,42.4
